Time;Robot;Node;Idleness;Interferences
921.9;7;64;394.6;84
922.2;6;106;89.2;84
925.7;0;147;34.1;86
926.4;2;101;39.3;87
927.3;4;1;233.4;87
927.8;7;63;35.8;87
928.6;6;90;376.4;87
930.1;5;147;4.4;88
930.6;2;102;48.1;88
933.1;7;65;405.8;89
934.4;6;89;403.2;89
934.6;0;125;52.0;89
937.4;2;123;482.1;89
938.1;7;69;433.7;90
941.5;0;126;64.5;91
941.7;6;90;13.1;91
942.0;2;124;672.4;91
945.4;4;0;233.2;92
945.5;7;68;448.4;92
945.5;0;115;103.4;92
947.4;2;111;684.3;93
949.1;6;91;404.7;93
950.5;7;67;459.8;93
954.0;2;124;12.0;93
954.2;1;42;52.7;93
954.3;0;116;102.4;93
954.5;4;2;152.5;93
956.7;7;68;11.2;93
956.9;6;90;15.2;93
958.7;2;123;21.3;93
959.0;1;37;67.3;93
961.9;4;8;225.4;94
962.2;0;136;102.4;94
963.9;1;36;270.6;95
965.6;2;139;517.9;95
965.9;4;7;234.5;95
968.3;1;41;279.6;95
969.7;6;68;13.0;95
969.9;2;151;547.9;95
970.3;7;90;13.4;95
970.9;0;135;99.7;95
971.3;4;8;9.4;95
974.5;6;67;24.0;95
974.5;2;155;610.1;95
976.4;0;126;34.9;95
976.7;7;89;42.3;95
977.5;4;2;23.0;95
977.6;1;40;299.2;95
978.9;2;156;664.7;95
981.1;6;68;11.4;95
982.0;0;125;47.4;96
983.9;2;154;676.0;97
988.3;1;41;20.0;100
988.4;6;69;50.3;100
989.6;3;2;12.1;100
990.6;2;156;11.7;100
993.0;1;36;29.1;101
993.3;6;65;60.2;101
995.2;2;155;20.7;102
998.5;1;37;39.5;102
998.5;6;63;70.7;102
1000.0;2;157;640.4;102
1003.1;1;42;48.9;103
1004.3;6;64;82.4;103
1004.5;2;158;663.5;104
1006.1;4;3;87.6;104
1009.8;2;161;675.1;105
1010.2;1;52;402.1;106
1011.3;0;147;81.2;106
1015.0;6;54;105.1;107
1016.1;2;158;11.6;107
1017.4;0;148;99.0;107
1020.7;2;157;20.7;107
1020.8;6;53;116.6;107
1021.7;1;65;28.4;107
1022.7;4;11;111.4;107
1024.0;3;3;17.9;107
1025.8;0;149;118.8;107
1026.9;2;162;674.9;107
1027.1;6;52;16.9;107
1029.3;1;86;306.6;107
1030.8;3;11;8.1;107
1031.9;4;10;144.3;108
1033.2;6;51;430.8;108
1033.8;1;87;316.3;108
1035.1;2;157;14.4;109
1035.7;0;148;18.3;110
1037.8;4;19;239.2;110
1038.0;1;75;348.6;110
1040.0;2;155;44.8;111
1040.1;3;10;8.2;111
1040.9;0;147;29.6;111
1043.5;4;23;200.8;111
1043.9;1;87;10.1;111
1044.6;2;151;74.7;111
1045.8;3;19;8.0;112
1049.4;2;150;633.2;113
1049.6;1;88;339.2;113
1051.2;0;125;69.2;113
1051.8;3;23;8.3;113
1051.8;4;24;217.5;113
1054.2;1;74;349.8;113
1055.8;0;129;203.2;113
1056.0;3;29;209.1;113
1056.2;7;90;85.9;113
1056.2;4;26;235.5;113
1056.9;2;160;674.7;113
1060.2;1;88;10.6;113
1061.1;3;30;185.2;113
1061.3;4;27;235.8;113
1062.5;2;159;674.8;113
1062.6;0;104;216.4;113
1063.5;7;106;141.3;113
1065.5;4;25;236.0;113
1065.8;1;87;21.9;113
1067.2;7;107;148.6;113
1070.2;4;24;18.4;114
1070.2;0;103;207.3;114
1070.5;1;86;41.2;114
1071.5;7;118;157.3;115
1073.9;1;92;347.6;116
1076.0;0;98;218.0;116
1076.0;2;130;675.1;116
1076.1;7;117;230.6;116
1078.1;3;37;79.6;117
1079.2;4;23;27.4;117
1079.9;1;108;319.9;117
1081.2;0;80;245.6;117
1082.7;3;42;79.6;117
1083.5;2;131;675.5;117
1084.1;4;29;28.1;117
1086.2;7;143;230.9;117
1088.1;1;107;20.9;118
1089.1;4;30;28.0;118
1089.9;0;79;245.9;119
1091.5;2;150;42.1;119
1092.2;1;106;28.7;119
1094.7;7;144;195.2;119
1095.4;0;97;245.9;119
1095.6;4;31;224.7;119
1096.4;2;151;51.8;119
1098.2;1;90;42.0;120
1100.7;2;139;135.1;121
1101.7;4;32;237.8;121
1103.9;1;89;127.2;122
1104.1;0;98;28.1;122
1104.2;7;119;195.5;122
1105.6;2;140;662.6;122
1109.2;4;31;13.6;123
1109.8;0;103;39.6;123
1111.0;2;134;674.2;124
1111.8;1;90;13.6;124
1112.4;3;43;201.7;124
1114.4;4;30;25.3;124
1115.0;7;144;20.3;124
1116.8;3;45;211.7;124
1117.6;2;140;12.0;124
1118.3;1;91;169.2;124
1122.1;7;145;230.0;125
1122.2;2;139;21.5;125
1122.6;3;43;10.2;125
1125.7;4;37;47.6;126
1126.0;1;90;14.2;126
1126.6;0;102;196.0;126
1129.2;7;144;14.2;127
1129.5;2;123;170.8;127
1130.9;3;42;48.2;127
1131.2;0;101;204.8;127
1132.4;1;106;40.2;128
1135.7;0;112;244.2;129
1136.1;2;102;9.5;130
1136.1;1;107;48.0;130
1137.1;4;42;6.2;130
1137.8;5;6;304.1;130
1138.1;3;52;111.0;130
1138.5;7;119;34.3;130
1140.5;1;118;69.0;130
1142.0;0;110;244.1;131
1143.0;2;83;581.4;131
1145.1;1;117;69.0;132
1147.4;4;43;24.8;132
1148.3;2;84;798.9;132
1148.8;6;52;10.7;132
1149.5;3;65;127.8;132
1151.1;7;118;10.6;132
1151.8;4;45;35.0;132
1153.0;2;99;818.2;132
1153.0;0;77;243.9;132
1154.5;6;51;121.3;132
1155.2;1;143;69.0;132
1155.5;7;107;19.4;132
1157.2;3;86;86.7;132
1157.4;4;43;10.0;132
1158.0;2;100;818.1;132
1159.1;6;47;560.6;132
1161.1;0;78;244.1;132
1162.1;3;87;96.3;132
1162.2;2;85;817.6;132
1163.4;7;108;83.5;132
1163.8;1;144;34.6;132
1166.1;3;75;128.1;132
1166.1;4;42;29.0;132
1167.1;2;84;18.8;132
1168.7;7;120;543.5;132
1169.1;6;46;600.1;132
1170.4;0;101;39.2;132
1171.5;3;87;9.4;132
1171.6;2;83;28.6;132
1173.1;1;119;34.6;132
1173.3;4;52;24.5;132
1174.7;0;102;38.6;132
1175.1;7;121;556.0;132
1177.2;3;88;117.0;132
1178.5;2;72;623.2;132
1180.5;7;122;607.9;132
1181.3;0;123;51.8;132
1181.6;6;47;22.5;132
1181.9;3;74;127.7;132
1183.5;2;73;802.6;132
1183.8;1;144;20.0;132
1184.7;4;65;35.2;132
1185.7;0;124;231.7;132
1185.9;6;51;31.4;132
1186.0;7;133;607.8;132
1188.0;2;66;818.4;132
1188.4;3;88;11.2;132
1190.0;1;145;67.9;132
1191.1;0;111;243.7;132
1191.4;7;132;577.8;132
1192.4;4;86;35.2;132
1192.5;6;52;19.2;132
1193.4;2;76;818.3;132
1194.5;3;87;23.0;132
1196.2;7;137;587.1;132
1196.2;4;92;122.3;132
1197.4;1;144;13.6;132
1197.5;0;124;11.8;132
1198.7;2;73;15.2;133
1199.5;6;42;33.4;133
1200.5;3;86;8.1;133
1200.9;7;152;607.6;133
1202.1;0;123;20.8;134
1204.0;3;92;7.8;134
1204.2;2;72;25.7;134
1204.2;6;37;78.5;134
1206.1;7;153;607.3;135
1206.6;1;119;33.5;135
1209.2;6;38;328.0;136
1209.3;0;139;87.1;136
1210.3;7;138;607.0;136
1210.6;2;61;662.5;136
1211.9;1;118;60.8;137
1213.7;0;151;117.3;137
1214.5;2;58;670.3;137
1215.5;6;39;356.9;137
1216.1;7;137;19.9;137
1216.1;1;107;60.6;137
1218.3;0;155;178.3;137
1219.6;1;106;87.2;138
1220.5;7;132;29.1;138
1221.9;2;59;807.4;139
1223.6;6;34;357.2;139
1223.9;0;156;233.3;139
1224.0;3;93;680.5;139
1226.3;7;121;51.2;139
1226.5;2;62;818.0;139
1228.9;0;154;245.0;139
1230.3;6;33;357.2;139
1232.5;2;59;10.6;140
1232.8;3;92;28.8;140
1233.3;7;120;64.6;140
1235.2;0;156;11.3;141
1237.8;1;105;396.6;142
1238.4;6;38;29.2;143
1238.9;3;108;75.5;143
1240.0;0;155;21.7;143
1240.9;2;58;26.4;144
1243.0;1;104;180.4;145
1243.4;6;37;39.2;145
1244.6;2;61;34.0;145
1245.0;0;157;209.9;146
1245.4;7;108;6.5;146
1248.8;6;36;255.8;146
1249.4;0;158;233.3;146
1249.7;1;129;193.9;146
1250.2;2;60;776.7;146
1251.6;7;92;18.8;146
1252.5;3;109;507.3;147
1253.7;6;41;265.4;147
1254.5;1;128;346.4;147
1254.9;0;161;245.1;148
1255.5;7;86;55.0;148
1255.6;2;71;819.0;148
1260.2;1;127;357.7;149
1261.2;0;158;11.8;149
1261.7;7;87;67.2;149
1263.0;6;40;285.4;149
1264.6;1;114;395.8;149
1265.0;2;70;818.1;149
1265.8;0;157;20.8;149
1265.9;7;75;99.8;149
1266.7;3;108;21.3;149
1271.7;0;162;244.8;149
1271.9;7;87;10.2;149
1272.1;3;120;38.8;149
1272.6;1;113;396.4;149
1273.6;6;41;19.9;149
1274.8;2;56;817.1;149
1277.7;7;88;89.3;149
1278.3;6;36;29.5;149
1278.9;0;157;13.1;149
1279.4;3;121;53.1;149
1282.5;7;74;100.6;149
1282.9;1;141;396.3;149
1283.2;0;155;43.2;149
1284.2;2;57;817.1;149
1284.8;3;122;104.3;149
1288.1;6;35;585.0;149
1288.1;7;88;10.4;149
1288.2;0;151;74.5;149
1290.0;3;133;104.0;149
1290.4;2;60;40.2;149
1290.9;1;142;396.3;149
1293.0;0;150;201.5;149
1293.5;7;87;21.6;149
1295.2;2;61;50.6;149
1295.3;3;132;74.8;149
1298.6;7;86;43.1;149
1298.8;2;58;57.9;149
1298.8;1;127;38.6;149
1300.2;3;137;84.1;149
1300.6;0;160;243.7;149
1302.2;7;92;50.6;149
1304.1;1;128;49.6;149
1305.0;3;152;104.1;149
1305.1;6;21;585.1;149
1305.9;0;159;243.4;149
1306.2;2;50;769.5;149
1306.6;7;93;82.6;149
1310.2;3;153;104.1;149
1310.8;2;49;816.8;149
1312.8;1;146;396.2;149
1313.5;7;92;11.3;149
1314.8;3;138;104.5;149
1315.6;6;22;585.4;149
1317.0;2;50;10.8;149
1317.8;5;5;479.0;149
1319.3;0;130;243.3;149
1319.8;7;108;53.1;149
1320.6;1;147;279.7;149
1320.9;3;137;20.7;149
1321.3;6;28;585.5;149
1322.1;2;44;816.8;149
1323.6;4;2;334.0;149
1325.4;3;132;30.1;149
1326.6;0;131;243.1;149
1327.3;6;29;243.2;149
1329.1;2;50;12.1;149
1329.3;1;125;278.1;149
1331.1;3;121;51.7;149
1331.7;6;23;252.5;149
1332.8;7;109;80.3;149
1334.9;0;150;41.9;149
1334.9;1;126;358.5;149
1337.1;2;48;806.0;149
1337.5;3;120;65.4;149
1337.6;6;19;291.8;149
1338.9;1;115;393.4;149
1339.7;0;151;51.5;149
1341.8;2;55;816.5;149
1342.4;6;20;553.0;149
1342.9;3;108;23.1;149
1343.7;0;139;134.4;149
1344.2;4;3;320.2;149
1347.7;7;108;4.8;149
1347.7;2;48;10.6;149
1348.2;1;116;393.9;149
1348.7;0;140;231.1;149
1350.8;6;19;13.2;149
1351.1;3;107;135.0;149
1352.1;4;11;321.3;149
1353.8;2;50;24.7;149
1354.0;0;134;243.0;149
1355.5;3;118;143.6;149
1356.2;1;136;394.0;149
1356.4;6;10;316.3;149
1357.8;7;107;6.7;149
1360.2;3;117;215.1;149
1360.4;0;140;11.7;149
1361.4;7;106;141.8;149
1361.6;4;10;5.2;149
1362.6;2;58;63.8;149
1363.2;6;16;482.4;149
1364.9;0;139;21.2;149
1365.1;1;135;394.2;149
1366.4;2;61;71.2;149
1367.8;4;19;17.0;149
1367.8;7;90;241.8;149
1368.9;6;9;586.4;149
1369.8;3;143;214.6;149
1371.0;1;126;36.1;149
1371.8;0;123;169.7;149
1372.9;2;72;168.7;149
1373.1;4;23;41.4;149
1374.3;7;91;256.0;149
1375.2;6;16;12.0;149
1376.7;1;125;47.4;149
1377.7;4;29;50.4;149
1378.3;3;144;180.9;149
1378.7;0;102;204.0;149
1380.4;2;83;208.8;149
1382.0;7;90;14.2;149
1383.2;4;30;268.8;150
1384.4;3;145;194.4;150
1384.5;6;15;512.9;150
1385.5;1;147;64.9;150
1388.2;7;106;26.8;151
1389.0;6;17;577.0;151
1389.0;0;83;8.6;151
1391.4;1;148;355.7;151
1391.7;3;144;13.4;151
1392.9;6;18;586.2;151
1394.4;4;37;151.0;151
1395.0;0;84;227.9;151
1395.6;2;102;16.9;151
1396.7;5;106;8.5;151
1398.2;6;17;9.2;151
1399.4;4;42;199.9;151
1399.7;0;99;246.7;151
1400.3;1;149;374.5;151
1401.2;3;119;194.6;151
1403.8;6;15;19.3;151
1404.7;0;100;246.7;151
1406.6;4;52;214.1;151
1407.0;3;118;51.5;151
1407.3;7;105;169.5;151
1409.3;0;85;247.1;151
1410.3;1;148;18.9;151
1411.4;6;14;546.1;151
1411.4;3;107;53.6;151
1412.1;7;104;169.1;151
1413.1;2;103;303.3;151
1413.8;5;105;6.5;151
1414.1;0;84;19.1;151
1415.1;3;106;18.4;151
1416.8;1;147;31.3;151
1416.9;6;5;99.1;151
1417.9;4;65;233.2;151
1418.6;0;83;29.6;151
1419.7;7;129;170.0;151
1420.8;6;6;283.0;151
1420.9;2;104;8.8;151
1424.8;7;128;120.7;152
1425.2;0;72;52.3;152
1425.7;4;86;127.1;152
1425.7;1;125;49.0;152
1425.8;2;105;12.0;152
1426.2;6;5;9.3;152
1430.0;0;73;231.3;153
1430.2;7;127;131.4;153
1430.5;4;87;137.0;153
1430.7;1;129;11.0;153
1431.7;6;14;20.3;153
1434.8;0;66;246.8;153
1434.9;4;75;169.0;153
1435.2;7;114;170.6;153
1436.4;6;13;575.9;153
1437.5;1;104;16.6;154
1440.2;0;76;246.8;154
1441.0;4;87;10.5;155
1441.5;6;4;587.3;155
1443.0;7;113;170.4;155
1445.6;0;73;15.6;155
1446.3;1;103;33.2;155
1446.8;4;88;158.7;155
1448.4;6;13;12.0;156
1449.7;0;72;24.5;156
1451.2;4;74;168.7;157
1451.7;1;98;347.6;157
1453.1;7;141;170.2;157
1453.3;6;14;21.6;157
1454.0;2;106;38.9;158
1456.3;0;61;89.9;158
1457.1;1;80;375.9;158
1457.4;4;88;10.6;158
1460.1;0;58;97.5;159
1461.0;6;15;57.2;160
1461.2;7;142;170.3;160
1463.8;4;87;22.8;161
1465.4;1;79;375.5;161
1468.4;0;59;235.9;162
1468.8;7;127;38.6;162
1468.9;4;86;43.2;162
1469.4;6;16;94.2;162
1470.8;1;97;375.4;163
1472.5;4;92;159.0;163
1473.1;0;62;246.6;163
1473.9;7;128;49.1;163
1476.5;6;10;114.9;163
1477.8;4;93;171.2;163
1479.1;0;59;10.7;163
1479.4;1;98;27.7;163
1482.3;7;146;169.5;163
1483.9;2;90;101.9;163
1484.1;1;103;37.8;163
1484.3;4;92;11.8;163
1486.8;6;11;134.7;163
1487.6;0;58;27.5;163
1490.0;7;147;73.2;163
1490.8;4;108;143.1;163
1491.3;0;61;35.0;163
1491.9;1;104;54.4;163
1492.2;6;12;588.2;163
1492.6;2;68;511.5;163
1496.2;4;120;158.7;163
1496.6;0;60;206.2;163
1496.7;1;105;70.9;163
1497.3;2;67;522.8;163
1499.0;7;125;73.3;163
1499.4;6;11;12.6;163
1501.7;1;95;665.6;163
1502.3;0;71;246.7;163
1502.6;4;121;171.5;163
1504.8;7;126;133.8;163
1506.7;6;3;162.5;163
1507.9;4;122;223.1;163
1508.6;7;115;169.7;163
1509.6;1;94;706.0;163
1511.3;0;70;246.3;163
1511.3;2;46;342.2;163
1513.3;4;133;223.3;163
1514.6;1;81;706.3;163
1515.6;6;1;588.3;163
1517.6;7;116;169.4;163
1518.5;4;132;193.1;163
1520.9;0;56;246.1;163
1522.0;2;47;340.4;163
1522.5;4;137;201.6;163
1525.6;7;136;169.4;163
1526.2;2;51;340.3;163
1528.1;4;152;223.1;163
1529.3;1;82;706.5;163
1530.1;0;57;245.9;163
1532.6;2;52;126.0;163
1533.3;4;153;223.1;163
1533.7;1;96;706.1;163
1534.6;7;135;169.5;163
1535.1;6;0;589.7;163
1536.4;0;60;39.8;163
1537.7;4;138;222.9;163
1539.9;2;42;140.5;163
1540.6;7;126;35.8;163
1541.5;0;61;50.2;163
1542.5;1;95;40.8;163
1543.5;4;137;21.0;163
1544.3;2;37;149.9;163
1544.4;6;2;220.8;163
1545.2;0;58;57.6;163
1546.3;7;125;47.3;163
1547.5;1;105;50.8;163
1547.6;4;132;29.1;163
1549.5;2;38;311.1;163
1551.4;6;8;580.1;163
1552.6;1;104;60.7;163
1552.8;0;50;199.0;164
1553.0;4;121;50.4;164
1554.9;7;147;64.9;164
1555.5;6;7;589.6;164
1557.3;2;39;341.8;165
1557.4;0;49;246.6;165
1559.5;4;120;63.3;165
1560.5;6;8;9.1;165
1562.5;1;103;78.4;165
1562.5;7;148;152.2;165
1563.1;0;50;10.3;165
1565.4;4;108;74.6;165
1566.0;2;34;342.4;165
1567.3;6;2;22.9;165
1569.0;0;44;246.9;165
1572.4;7;149;172.1;165
1572.4;2;33;342.1;165
1576.3;0;50;13.2;165
1579.4;4;109;246.6;165
1580.1;1;102;184.5;165
1580.4;2;38;30.9;165
1582.1;7;148;19.6;165
1583.1;0;48;235.4;165
1585.0;1;101;414.6;165
1586.6;2;37;42.3;165
1587.0;6;3;80.3;165
1587.7;0;55;245.9;165
1588.5;7;147;33.6;165
1589.6;1;112;453.9;165
1592.0;2;36;313.7;165
1593.8;6;11;94.4;165
1593.8;0;48;10.7;165
1593.8;4;108;28.4;165
1595.8;1;110;453.8;165
1596.8;2;41;323.2;165
1598.3;7;125;52.0;165
1599.7;0;50;23.4;165
1601.9;4;107;190.5;165
1603.3;6;10;126.8;165
1603.4;7;129;172.7;165
1605.8;2;40;342.8;165
1606.0;4;118;199.0;165
1607.0;1;77;454.0;165
1607.2;0;58;62.0;165
1610.2;7;104;57.6;167
1610.9;4;117;250.7;167
1611.1;0;61;69.6;167
1614.8;1;78;453.7;167
1616.0;6;19;248.2;167
1617.2;0;72;167.5;167
1617.9;7;103;55.4;167
1617.9;2;41;21.1;167
1621.5;6;23;248.4;167
1621.9;4;143;252.1;167
1622.5;2;36;30.5;167
1623.8;1;101;38.8;167
1623.9;0;83;205.3;167
1624.0;7;98;144.6;167
1628.2;1;102;48.1;167
1629.4;7;80;172.3;167
1629.6;6;24;559.4;167
1630.3;4;144;238.6;167
1632.2;2;35;344.1;167
1633.9;0;102;5.7;167
1634.1;6;26;577.9;167
1635.0;1;123;263.2;167
1636.5;4;145;252.1;167
1636.7;5;3;49.7;167
1637.8;7;79;172.4;167
1639.4;1;124;441.9;167
1639.4;6;27;578.1;167
1643.2;7;97;172.4;167
1643.7;6;25;578.2;167
1643.8;4;144;13.5;167
1645.1;1;111;454.0;167
1645.3;5;11;51.5;167
1648.5;6;24;18.9;167
1649.0;2;21;343.9;167
1650.6;5;12;158.4;167
1651.6;1;124;12.2;167
1652.2;7;98;28.2;167
1653.3;0;103;35.4;167
1654.1;4;119;252.9;167
1656.6;1;123;21.6;168
1657.4;5;11;12.1;168
1657.8;6;23;36.3;169
1659.3;2;22;343.7;169
1659.6;4;118;53.6;169
1660.9;0;104;50.7;169
1662.3;6;29;284.6;169
1663.7;1;139;298.8;170
1663.8;4;107;61.9;170
1664.0;7;103;10.7;170
1664.6;2;28;343.3;170
1665.9;0;105;118.4;170
1667.3;6;30;284.1;171
1667.7;1;151;328.0;171
1667.7;4;106;213.7;171
1669.7;2;29;7.4;172
1671.6;7;104;10.7;172
1672.4;1;155;389.2;172
1673.3;6;31;564.1;172
1673.9;4;90;190.0;172
1674.4;2;23;16.6;172
1676.3;7;105;10.4;172
1676.7;5;10;73.4;172
1678.1;1;156;442.9;172
1679.3;6;32;577.6;172
1679.8;2;19;63.8;172
1679.8;4;89;575.9;172
1681.1;7;95;138.6;173
1683.4;1;154;454.5;173
1685.9;2;20;343.5;174
1686.5;6;31;13.2;174
1687.3;0;106;19.6;174
1687.5;4;90;13.6;174
1689.6;1;156;11.5;174
1689.8;7;94;180.2;174
1691.3;6;30;24.0;175
1693.1;2;19;13.3;175
1693.7;0;90;6.2;176
1694.1;1;155;21.7;176
1694.3;4;91;320.0;176
1694.7;7;81;180.1;176
1699.2;1;157;420.3;176
1701.1;2;10;24.4;177
1702.3;4;90;8.6;177
1703.0;6;37;116.4;177
1703.4;0;68;210.8;177
1703.8;1;158;442.6;178
1707.3;6;42;167.4;179
1708.0;2;16;238.6;179
1709.2;1;161;454.3;179
1710.6;7;82;181.3;179
1710.9;0;69;722.5;179
1711.1;4;68;7.7;179
1714.0;2;9;345.1;179
